Material|ASIN|Product-url|AI-reviews
8903287021343|B0856FTBRN|https://www.amazon.in/dp/B0856FTBRN?th=1#customerReviews|Customers praise the washing machine's excellent build quality and performance. However, the machine receives mixed feedback about its washability, with several customers reporting it doesn't wash properly. Moreover, customers complain about noise levels and water intake issues, with one customer noting the machine leaves behind a lot of water. Additionally, the machine's value for money receives negative feedback, with customers describing it as a horrible product.
8903287021541|B08NDLYXXP|https://www.amazon.in/dp/B08NDLYXXP?th=1#customerReviews|Customers find the washing machine to be of good quality and appreciate its ease of use and value for money. Moreover, the functionality is positive, with one customer noting it works smoothly. However, the cleaning ability receives mixed feedback, with some saying it's a beast of a machine while others report it doesn't clean clothes properly. Additionally, customers report issues with sturdiness and noise level, mentioning faulty parts and excessive noise during operation.
8903287021190|B074F2K9RS|https://www.amazon.in/dp/B074F2K9RS?th=1#customerReviews|Customers find the washing machine easy to use and appreciate its value for money. The water level features receive positive feedback, with one customer noting it automatically selects the required amount of water. While the wash quality receives mixed reviews, with some saying it's good while others report poor results. The functionality also gets mixed reviews, with several customers reporting that it doesn't work properly.
8903287021329|B07HG6B5HR|https://www.amazon.in/dp/B07HG6B5HR?th=1#customerReviews|Customers find the washing machine performs well and consider it good value for money.
8903287021282|B00WU9Z9F0|https://www.amazon.in/dp/B00WU9Z9F0?th=1#customerReviews|Customers find the washing machine performs well and is easy to use, with positive feedback about its build quality and wash performance. However, the value for money receives mixed reviews, with some finding it worth the price while others consider it poor quality. Moreover, the functionality, wash quality, and noise level show mixed results, with some reporting it works well while others say it stops working and is very noisy. Additionally, water leakage is a significant issue, with multiple customers reporting water leaking from the bottom.
8903287021428|B07XLSDF2P|https://www.amazon.in/dp/B07XLSDF2P?th=1#customerReviews|No AI-review summary
8903287021268|B00WUA08SW|https://www.amazon.in/dp/B00WUA08SW?th=1#customerReviews|Customers find the washing machine to be of good quality, easy to use, and consider it good value for money. However, the washability receives mixed feedback, with some customers happy with its performance while others report issues. Moreover, several customers report that the machine stopped working.
8903287021275|B07NGW5JVT|https://www.amazon.in/dp/B07NGW5JVT?th=1#customerReviews|No AI-review summary
8903287021046|B00WU9ZDS8|https://www.amazon.in/dp/B00WU9ZDS8?th=1#customerReviews|No AI-review summary
8903287021169|B01H1Z5FZ6|https://www.amazon.in/dp/B01H1Z5FZ6?th=1#customerReviews|Customers find the washing machine to be a good product. However, the build quality receives mixed feedback, with several customers describing it as a waste of money. Similarly, opinions on value for money are divided.
8903287021008|B00WU9Z040|https://www.amazon.in/dp/B00WU9Z040?th=1#customerReviews|Customers find the washing machine to be of good quality, offering good value for money and being super easy to use. The wash quality receives mixed feedback - while some say clothes come out clean, others report it doesn't properly clean clothes. Moreover, durability and noise levels also get mixed reviews, with some finding it durable while others report damage, and while some appreciate the low noise level, others find it noisy during rinsing time. Additionally, the functionality and installation experience receive negative feedback, with multiple reports of the machine stopping working within 6 months and installation not being taken care of as promised.
8903287021077|B00WU9ZU7M|https://www.amazon.in/dp/B00WU9ZU7M?th=1#customerReviews|No AI-review summary
8903287021152|B00WU9ZPF4|https://www.amazon.in/dp/B00WU9ZPF4?th=1#customerReviews|Customers have mixed opinions about the washing machine's quality, with some finding it good while others consider it bad. The functionality receives negative feedback, with one customer reporting that the spin mechanism broke after only one year and six months of use.
8903287021114|B00WU9ZYMS|https://www.amazon.in/dp/B00WU9ZYMS?th=1#customerReviews|Customers find the washing machine offers good value for money. However, the product quality receives mixed feedback, with some finding it nice while others consider it the worst they've used. Moreover, the machine's functionality is problematic, with multiple customers reporting it doesn't work well. Additionally, customers mention issues with scuff resistance, noting dents on the body, and noise level, with one customer describing unusual sounds during operation.
8903287021299|B00WU9ZPF4|https://www.amazon.in/dp/B00WU9ZPF4?th=1#customerReviews|Customers have mixed opinions about the washing machine's quality, with some finding it good while others consider it bad. The functionality receives negative feedback, with one customer reporting that the spin mechanism broke after only one year and six months of use.
8903287000676|B00O21VEKI|https://www.amazon.in/dp/B00O21VEKI?th=1#customerReviews|Customers find the dryer effective at drying clothes quickly and appreciate its ease of use, noting it saves manual work. However, the build quality is concerning, with multiple reports of the door breaking within a day of use. Moreover, the functionality and value for money receive mixed reviews, with some finding it a good buy while others report it stops working and consider it a poor product. Additionally, the noise level is problematic, with customers reporting abnormal big noise and metal grinding sounds during operation. The installation service also receives negative feedback, with customers mentioning installation woes and delayed services.
8903287000669|B00RE6RL8M|https://www.amazon.in/dp/B00RE6RL8M?th=1#customerReviews|Customers find the dryer effective at drying clothes quickly and appreciate its ease of use, noting it saves manual work. However, the build quality is concerning, with multiple reports of the door breaking within a day of use. Moreover, the functionality and value for money receive mixed reviews, with some finding it a good buy while others report it stops working and consider it a poor product. Additionally, the noise level is problematic, with customers reporting abnormal big noise and metal grinding sounds during operation. The installation service also receives negative feedback, with customers mentioning installation woes and delayed services.
8903287024535|B08Q9TWQCL|https://www.amazon.in/dp/B08Q9TWQCL?th=1#customerReviews|Customers find the washer-dryer combination has a good design and appreciate its wash quality, particularly the 15-minute quick wash feature. The noise level and drying time receive mixed feedback - while some report smooth operation with minimal vibration, others mention noise issues and long drying times. Moreover, the WiFi connectivity is problematic with reports of non-functioning devices, and customers report water leakage issues with water flowing into the drum. Additionally, the quality and value for money receive mixed reviews, with several customers describing it as inferior and overpriced.
8903287024528|B08Q9RDT1S|https://www.amazon.in/dp/B08Q9RDT1S?th=1#customerReviews|Customers find the washer-dryer combination has a good design and appreciate its wash quality, particularly the 15-minute quick wash feature. The noise level and drying time receive mixed feedback - while some report smooth operation with minimal vibration, others mention noise issues and long drying times. Moreover, the WiFi connectivity is problematic with reports of non-functioning devices, and customers report water leakage issues with water flowing into the drum. Additionally, the quality and value for money receive mixed reviews, with several customers describing it as inferior and overpriced.
8903287025600|B09R71QWKB|https://www.amazon.in/dp/B09R71QWKB?th=1#customerReviews|Customers find the washing machine to be of good quality, easy to use, and effective at cleaning clothes, with one customer noting it uses less detergent. The noise level and functionality receive mixed reviews, with some finding it low-noise and working well, while others report high noise levels and poor performance. The build quality and value for money are generally positive, though some customers report receiving damaged products. Customers disagree on the vibration level.
8903287025655|B09N9NMF3G|https://www.amazon.in/dp/B09N9NMF3G?th=1#customerReviews|Customers find the washing machine to be a high-quality appliance with multiple wash options and good value for money. They appreciate its nice appearance and find it easy to use. The noise level receives mixed feedback - while some say it's less noisy, others find it too loud. Installation experiences are also mixed, with some finding it hassle-free while others report poor service.
8903287025648|B09R6ZL9RP|https://www.amazon.in/dp/B09R6ZL9RP?th=1#customerReviews|Customers find the washing machine to be well-designed and easy to use, with normal noise levels during operation. They consider it good value for money.
8903287025617|B09R72WXSS|https://www.amazon.in/dp/B09R72WXSS?th=1#customerReviews|Customers find this washing machine to be a great product from IFB that works properly and offers good value for money. The machine is simple to use, with helpful installation assistance provided, and one customer notes it's sufficient for a family of 5. While the noise level receives mixed feedback, with some finding it moderate and others reporting high noise levels. The functionality receives mixed reviews, with several customers reporting that their machines stopped working.
8903287025716|B09R72LPKN|https://www.amazon.in/dp/B09R72LPKN?th=1#customerReviews|Customers find the washing machine performs well and consider it good value for money. However, the quality receives mixed feedback, with some customers describing it as very poor.
8903287025709|B09R72ZFV9|https://www.amazon.in/dp/B09R72ZFV9?th=1#customerReviews|Customers find the washing machine to be of good quality, easy to operate, and satisfied with its performance and value for money. They praise its amazing washing quality and nice build. However, several customers report issues with noise and vibration during operation.
8903287025433|B09QM4NT19|https://www.amazon.in/dp/B09QM4NT19?th=1#customerReviews|Customers find the washing machine performs well, lasting up to a year, with good cleaning capabilities and multiple wash options. They appreciate its value for money, hassle-free installation, and low noise level. However, the build quality receives mixed feedback, with some praising its construction while others report issues. Moreover, customers complain about vibration and noise during operation.
8903287025426|B09R71RZBS|https://www.amazon.in/dp/B09R71RZBS?th=1#customerReviews|No AI-review summary
8903287025730|B09R71GTZZ|https://www.amazon.in/dp/B09R71GTZZ?th=1#customerReviews|Customers find the washing machine offers good value for money and performs well, effectively cleaning 98% of dirt and stains. They appreciate its ease of use and functionality, with one customer noting it has all necessary features. The noise level receives mixed feedback, with several customers reporting moderately high noise levels.
8903287025747|B09R71PXYC|https://www.amazon.in/dp/B09R71PXYC?th=1#customerReviews|Customers find the washing machine to be of good quality and value for money, with a neat design and positive functionality. However, the noise level receives negative feedback, with several customers noting that it's very high.
8903287024689|B09GPC5RWW|https://www.amazon.in/dp/B09GPC5RWW?th=1#customerReviews|No AI-review summary
8903287024597|B08QGPJR5H|https://www.amazon.in/dp/B08QGPJR5H?th=1#customerReviews|No AI-review summary
8903287023576|B09H6QZHFR|https://www.amazon.in/dp/B09H6QZHFR?th=1#customerReviews|No AI-review summary
8903287203053|B09R9W6LJR|https://www.amazon.in/dp/B09R9W6LJR?th=1#customerReviews|Customers find the air conditioner performs well, with one noting it's better than most Indian brands, and they appreciate its low noise level and value for money. The cooling performance receives mixed feedback - while some say it chills rooms quickly, others report very poor cooling. Installation experiences vary, with some finding it good while others complain about poor service. The build quality and service quality also receive mixed reviews, with some praising the outdoor unit's strength while others report poor quality, and some finding excellent service while others report poor service. Additionally, several customers mention missing copper pipes in their units.
8903287201769|B09R9W8M3T|https://www.amazon.in/dp/B09R9W8M3T?th=1#customerReviews|No AI-review summary
8903287201660|B09R9YMZBB|https://www.amazon.in/dp/B09R9YMZBB?th=1#customerReviews|No AI-review summary
8903287201608|B09RB6H1J2|https://www.amazon.in/dp/B09RB6H1J2?th=1#customerReviews|No AI-review summary
8903287202650|B09RPHBH9D|https://www.amazon.in/dp/B09RPHBH9D?th=1#customerReviews|Customers find the air conditioner to be of good quality and appreciate its fast cooling speed. The performance receives positive feedback, with one customer noting it works like a charm. However, several customers mention concerns about the noise level.
8903287202124|B09RPKM4HL|https://www.amazon.in/dp/B09RPKM4HL?th=1#customerReviews|No AI-review summary
8903287002854|B09SV77TMP|https://www.amazon.in/dp/B09SV77TMP?th=1#customerReviews|No AI-review summary
8903287004896|B08PGY65PQ|https://www.amazon.in/dp/B08PGY65PQ?th=1#customerReviews|No AI-review summary
8903287040092|B08HHL81XT|https://www.amazon.in/dp/B08HHL81XT?th=1#customerReviews|No AI-review summary
8903287005268|B008A6THZU|https://www.amazon.in/dp/B008A6THZU?th=1#customerReviews|Customers find the microwave oven works well with all options functioning properly and consider it good value for money. They appreciate its ease of use, appearance, and size, noting it's suitable for 4-5 family members. The convection feature receives mixed feedback - while some say it serves their heating and baking needs, others report that utensils don't get heated up. The sturdiness aspect is mixed, with some praising the product while others mention missing starter kit items. Customers report durability issues, with units breaking within three years of use.
8903287005596|B09HMGHFB6|https://www.amazon.in/dp/B09HMGHFB6?th=1#customerReviews|Customers find the microwave oven to be of good quality and consider it a good value for money. They report that it works absolutely fine.
8903287005602|B09SF79M6Q|https://www.amazon.in/dp/B09SF79M6Q?th=1#customerReviews|Customers find the microwave oven serves its purpose well for reheating food items and consider it good value for money. However, the quality receives mixed feedback, with some saying it works well while others describe it as a very bad product.
8903287002762|B09SV5KFMP|https://www.amazon.in/dp/B09SV5KFMP?th=1#customerReviews|Customers find the dishwasher to be of high quality. They appreciate its washability, with one customer noting that all utensils are cleaned properly.
8903287025624|B09ZBJNRDN|https://www.amazon.in/dp/B09ZBJNRDN?th=1#customerReviews|No AI-review summary
8903287025754|B09ZBJ4C3D|https://www.amazon.in/dp/B09ZBJ4C3D?th=1#customerReviews|No AI-review summary
8903287025815|B09ZBLDBLN|https://www.amazon.in/dp/B09ZBLDBLN?th=1#customerReviews|Customers find the washing machine functions well and consider it a budget-friendly option, with an intuitive control panel and appealing appearance. The build quality receives mixed feedback, with some finding it durable while others report poor construction. Customers disagree on the noise level, with some noting low noise levels while others report high vibrations. Installation experiences are mixed, with some finding it super quick while others report delayed setup by IFB engineers. The wash quality also receives mixed reviews, with some finding it good while others note it takes a lot of time for washing.
8903287025822|B09ZBJRGWH|https://www.amazon.in/dp/B09ZBJRGWH?th=1#customerReviews|Customers find the washing machine to be of good build quality, easy to operate, and consider it an absolute value for money. The wash quality receives mixed feedback - while some say it works superbly well, others report it takes too much time and doesn't clean clothes properly. The noise level is also mixed, with some finding it low while others complain about crackling noises during spinning. Installation experiences are mixed, with some praising the installation team while others report poor service. The size receives mixed reviews, with some finding it suitable for small families while others say it's too small.
8903287025785|B09ZBKPN6B|https://www.amazon.in/dp/B09ZBKPN6B?th=1#customerReviews|Customers find the washing machine performs well and consider it good value for money, with positive feedback about its installation process. The washability and noise level receive mixed reviews, with some finding it good while others disagree, and some noting it's quiet while others find it noisy. Customers disagree on the quality, with some saying it's better than other brands.
8903287025792|B09ZBJYTBF|https://www.amazon.in/dp/B09ZBJYTBF?th=1#customerReviews|Customers find the washing machine performs well and consider it good value for money, with positive feedback about its installation process. The washability and noise level receive mixed reviews, with some finding it good while others disagree, and some noting it's quiet while others find it noisy. Customers disagree on the quality, with some saying it's better than other brands.
8903287025808|B09ZBJRGWH|https://www.amazon.in/dp/B09ZBJRGWH?th=1#customerReviews|Customers find the washing machine to be of good build quality, easy to operate, and consider it an absolute value for money. The wash quality receives mixed feedback - while some say it works superbly well, others report it takes too much time and doesn't clean clothes properly. The noise level is also mixed, with some finding it low while others complain about crackling noises during spinning. Installation experiences are mixed, with some praising the installation team while others report poor service. The size receives mixed reviews, with some finding it suitable for small families while others say it's too small.
8903287025686|B0B38QLPYL|https://www.amazon.in/dp/B0B38QLPYL?th=1#customerReviews|Customers praise the washing machine's functionality and washability, describing it as a fantastic washer with top-class cleaning capabilities. The noise level receives mixed feedback - while some find it noise-free, others report that the noise is at least three times more than expected.
8903287025570|B0B38P6MKZ|https://www.amazon.in/dp/B0B38P6MKZ?th=1#customerReviews|Customers praise the washing machine's functionality and washability, describing it as a fantastic washer with top-class cleaning capabilities. The noise level receives mixed feedback - while some find it noise-free, others report that the noise is at least three times more than expected.
8903287025402|B0B38NS2BB|https://www.amazon.in/dp/B0B38NS2BB?th=1#customerReviews|Customers find the washing machine performs well and is easy to use and install, with good value for money. The wash quality is acceptable, and they appreciate its performance. However, the functionality and noise level receive mixed feedback - while some say it works well, others report it stops working, and while some note it runs silently, others mention high noise levels during operation. Additionally, customers report issues with water leakage from the bottom.
8903287025587|B0B38QZJ87|https://www.amazon.in/dp/B0B38QZJ87?th=1#customerReviews|No AI-review summary
8903287022319|B0B38R1NSX|https://www.amazon.in/dp/B0B38R1NSX?th=1#customerReviews|Customers find the washing machine works well, is easy to use, and offers good value for money. The washability and noise level receive mixed feedback - while some say it cleans clothes neatly and operates quietly, others report it doesn't clean effectively and produces high noise levels. The functionality and water leakage are significant concerns, with multiple customers reporting that the machine stops working and experiencing water leakage issues.
8903287022302|B0B38Q883N|https://www.amazon.in/dp/B0B38Q883N?th=1#customerReviews|No AI-review summary
8903287025631|B0B38Q299B|https://www.amazon.in/dp/B0B38Q299B?th=1#customerReviews|Customers find this washing machine to be a great value for money with good build quality and ease of use. They appreciate its customization options, with one customer noting the flexibility to change temperature and delay settings. The wash quality and functionality receive mixed feedback - while some say it washes nicely, others report issues with the 30-minute quick wash cycle, and while some say it works well, others say it doesn't work at all. The noise level is also mixed, with some finding it very quiet while others report high noise levels.
8903287022432|B0B38PYBZ8|https://www.amazon.in/dp/B0B38PYBZ8?th=1#customerReviews|Customers praise the washing machine's excellent build quality and performance. However, the machine receives mixed feedback about its washability, with several customers reporting it doesn't wash properly. Moreover, customers complain about noise levels and water intake issues, with one customer noting the machine leaves behind a lot of water. Additionally, the machine's value for money receives negative feedback, with customers describing it as a horrible product.
8903287022401|B0B38P1M25|https://www.amazon.in/dp/B0B38P1M25?th=1#customerReviews|No AI-review summary
8903287022357|B0B38NTY9K|https://www.amazon.in/dp/B0B38NTY9K?th=1#customerReviews|Customers find the washing machine to be of good quality and easy to use.
8903287022418|B0B38NNRR5|https://www.amazon.in/dp/B0B38NNRR5?th=1#customerReviews|No AI-review summary
8903287022425|B0B38MM267|https://www.amazon.in/dp/B0B38MM267?th=1#customerReviews|Customers find the washing machine to be of good quality and appreciate its ease of use and value for money. Moreover, the functionality is positive, with one customer noting it works smoothly. However, the cleaning ability receives mixed feedback, with some saying it's a beast of a machine while others report it doesn't clean clothes properly. Additionally, customers report issues with sturdiness and noise level, mentioning faulty parts and excessive noise during operation.
8903287025693|B0B38N2534|https://www.amazon.in/dp/B0B38N2534?th=1#customerReviews|No AI-review summary
8903287025723|B0BH8S16YY|https://www.amazon.in/dp/B0BH8S16YY?th=1#customerReviews|Customers find the washing machine to be of good quality, with various wash programs and superb cleaning capabilities, and consider it good value for money. They appreciate its ease of use and low noise level, though some report high noise levels. The spin functionality and water leakage receive negative feedback, with customers reporting technical issues and water not draining properly. Installation experiences are also poor, taking up to 30 minutes or more.
8903287026010|B0BHSMT6BV|https://www.amazon.in/dp/B0BHSMT6BV?th=1#customerReviews|No AI-review summary
8903287026027|B0BHSLDT9V|https://www.amazon.in/dp/B0BHSLDT9V?th=1#customerReviews|No AI-review summary
8903287026034|B0BHSL6LDK|https://www.amazon.in/dp/B0BHSL6LDK?th=1#customerReviews|No AI-review summary
8903287026058|B0BG7ZR1HB|https://www.amazon.in/dp/B0BG7ZR1HB?th=1#customerReviews|No AI-review summary
8903287026065|B0BH88G3PJ|https://www.amazon.in/dp/B0BH88G3PJ?th=1#customerReviews|No AI-review summary
8903287026249|B0BHSL2BZJ|https://www.amazon.in/dp/B0BHSL2BZJ?th=1#customerReviews|No AI-review summary
8903287026256|B0BG84RLJG|https://www.amazon.in/dp/B0BG84RLJG?th=1#customerReviews|No AI-review summary
8903287021947|B0BH8K4QW4|https://www.amazon.in/dp/B0BH8K4QW4?th=1#customerReviews|No AI-review summary
8903287022340|B0BH8H6WJW|https://www.amazon.in/dp/B0BH8H6WJW?th=1#customerReviews|No AI-review summary
8903287022371|B0BH8B2LGB|https://www.amazon.in/dp/B0BH8B2LGB?th=1#customerReviews|No AI-review summary
8903287022388|B0BH87KJ8K|https://www.amazon.in/dp/B0BH87KJ8K?th=1#customerReviews|Customers find the washing machine to be of good quality, with a hassle-free operation and excellent performance. They appreciate its design and consider it worth the money. The wash quality and functionality receive mixed reviews - while some say it's perfect, others report issues with the washing drum displacement and poor performance. The noise level also gets mixed feedback, with some finding it low while others complain about noise.
8903287027079|B0BHSK7GYX|https://www.amazon.in/dp/B0BHSK7GYX?th=1#customerReviews|No AI-review summary
8903287002755|B0BSTTK4SQ|https://www.amazon.in/dp/B0BSTTK4SQ?th=1#customerReviews|No AI-review summary
8903287205101|B0BQBNZ8WL|https://www.amazon.in/dp/B0BQBNZ8WL?th=1#customerReviews|No AI-review summary
8903287204043|B0BQBNWJFD|https://www.amazon.in/dp/B0BQBNWJFD?th=1#customerReviews|No AI-review summary
8903287205224|B0BQBQ6689|https://www.amazon.in/dp/B0BQBQ6689?th=1#customerReviews|No AI-review summary
8903287205576|B0BQBQ18CP|https://www.amazon.in/dp/B0BQBQ18CP?th=1#customerReviews|No AI-review summary
8903287205804|B0BQBNWVBK|https://www.amazon.in/dp/B0BQBNWVBK?th=1#customerReviews|No AI-review summary
8903287005664|B0BXCV98YL|https://www.amazon.in/dp/B0BXCV98YL?th=1#customerReviews|Customers find the oven easy to use with clear instructions and appreciate its value for money. The microwave functions well, and customers like its appearance, describing it as a nice addition to their kitchen. The build quality and functionality receive mixed reviews - while some praise the build quality, others find it flimsy, and while some report the oven works properly, others say it's not working properly. Heat transfer is a concern, with customers reporting that it stops heating anything.
8903287005640|B09SB7QJGQ|https://www.amazon.in/dp/B09SB7QJGQ?th=1#customerReviews|No AI-review summary
8903287201356|B0924LLVTY|https://www.amazon.in/dp/B0924LLVTY?th=1#customerReviews|No AI-review summary
8903287026522|B0C28KG1L6|https://www.amazon.in/dp/B0C28KG1L6?th=1#customerReviews|No AI-review summary
8903287025341|B0C28F224L|https://www.amazon.in/dp/B0C28F224L?th=1#customerReviews|No AI-review summary
8903287025358|B0C28DSG7N|https://www.amazon.in/dp/B0C28DSG7N?th=1#customerReviews|No AI-review summary
8903287027031|B0BPC4MR2H|https://www.amazon.in/dp/B0BPC4MR2H?th=1#customerReviews|Customers find the washing machine to be of good quality, sturdy, and appreciate its features and ease of use, with one customer noting it explains features without hurry or irritation. They consider it good value for money and like its washing performance, with one mentioning it cleans blankets nicely. The functionality receives mixed feedback - while some say it works well, others report it stopped working after just 8 days. The noise level also gets mixed reviews, with some finding it low while others report weird sounds. Installation experiences are negative, with customers describing the process as disheartening.
8903287026171|B0BPC6PLJL|https://www.amazon.in/dp/B0BPC6PLJL?th=1#customerReviews|Customers find the washing machine performs well and is easy to use and install, with good value for money. The wash quality is acceptable, and they appreciate its performance. However, the functionality and noise level receive mixed feedback - while some say it works well, others report it stops working, and while some note it runs silently, others mention high noise levels during operation. Additionally, customers report issues with water leakage from the bottom.
8903287026164|B0BPC59D1Y|https://www.amazon.in/dp/B0BPC59D1Y?th=1#customerReviews|No AI-review summary
8903287002922|B0C3HM95V6|https://www.amazon.in/dp/B0C3HM95V6?th=1#customerReviews|No AI-review summary
8903287002908|B0C3HNW7RP|https://www.amazon.in/dp/B0C3HNW7RP?th=1#customerReviews|Customers find the dishwasher easy to use, with one mentioning it reduced their dependence on maids. However, the functionality and cleaning ability receive mixed feedback - while some say it works well and cleans everything perfectly, others report poor performance. Additionally, customers consider the dishwasher too costly, particularly noting the expensive cleaning cakes.
8903287026713|B0C6XBWNZY|https://www.amazon.in/dp/B0C6XBWNZY?th=1#customerReviews|Customers find the washing machine to be of great quality, with good washing performance and value for money. The installation process is efficient and easy to use. However, the machine receives mixed feedback regarding noise levels, with some reporting no noise while others find it very noisy. Moreover, several customers report water leakage issues. Additionally, the functionality receives negative feedback, with multiple customers mentioning that the AI system doesn't work properly.
8903287026485|B0C7ZQ95TT|https://www.amazon.in/dp/B0C7ZQ95TT?th=1#customerReviews|Customers find the washing machine functions well and consider it a budget-friendly option, with an intuitive control panel and appealing appearance. The build quality receives mixed feedback, with some finding it durable while others report poor construction. Customers disagree on the noise level, with some noting low noise levels while others report high vibrations. Installation experiences are mixed, with some finding it super quick while others report delayed setup by IFB engineers. The wash quality also receives mixed reviews, with some finding it good while others note it takes a lot of time for washing.
8903287002915|B0C3HNWV2C|https://www.amazon.in/dp/B0C3HNWV2C?th=1#customerReviews|No AI-review summary
8903287004933|B0C5RCKB63|https://www.amazon.in/dp/B0C5RCKB63?th=1#customerReviews|No AI-review summary
8903287004926|B0C5RDXX66|https://www.amazon.in/dp/B0C5RDXX66?th=1#customerReviews|No AI-review summary
8903287040207|B0C5RCRYV6|https://www.amazon.in/dp/B0C5RCRYV6?th=1#customerReviews|No AI-review summary
8903287026683|B0C8TX869X|https://www.amazon.in/dp/B0C8TX869X?th=1#customerReviews|Customers find the washing machine offers good value for money and appreciate its Cradlewash for Delicates feature. However, the functionality receives mixed feedback, with some reporting it doesn't work properly. Moreover, the washing time and quality aspects are mixed, with some praising the quality while others describe it as low quality. Additionally, the display is problematic as it lacks a timer, and the noise level is criticized for being too loud. Installation experiences are also mixed, with some finding it easy to use while others report poor installation service.
8903287026737|B0CB1FS1WR|https://www.amazon.in/dp/B0CB1FS1WR?th=1#customerReviews|Customers find the washing machine to be of good build quality, easy to operate, and consider it an absolute value for money. The wash quality receives mixed feedback - while some say it works superbly well, others report it takes too much time and doesn't clean clothes properly. The noise level is also mixed, with some finding it low while others complain about crackling noises during spinning. Installation experiences are mixed, with some praising the installation team while others report poor service. The size receives mixed reviews, with some finding it suitable for small families while others say it's too small.
8903287022920|B0C9D4YP18|https://www.amazon.in/dp/B0C9D4YP18?th=1#customerReviews|Customers find the washing machine to be of good quality, sturdy, and appreciate its features and ease of use, with one customer noting it explains features without hurry or irritation. They consider it good value for money and like its washing performance, with one mentioning it cleans blankets nicely. The functionality receives mixed feedback - while some say it works well, others report it stopped working after just 8 days. The noise level also gets mixed reviews, with some finding it low while others report weird sounds. Installation experiences are negative, with customers describing the process as disheartening.
8903287026478|B0CCJP7WM4|https://www.amazon.in/dp/B0CCJP7WM4?th=1#customerReviews|Customers find this washing machine to be of good quality, with advanced wash programs and effective cleaning capabilities. They appreciate its value for money, user-friendly features, and silent operation, with one customer noting its pindrop silence during spinning. The performance receives positive feedback, though installation experiences are mixed. Several customers report issues with vibration during operation.
8903287004964|B09XMJKYKJ|https://www.amazon.in/dp/B09XMJKYKJ?th=1#customerReviews|No AI-review summary
8903287025594|B0B38QBPKW|https://www.amazon.in/dp/B0B38QBPKW?th=1#customerReviews|No AI-review summary
8903287022449|B0CFH1HPBL|https://www.amazon.in/dp/B0CFH1HPBL?th=1#customerReviews|No AI-review summary
8903287005725|B0CGN8FMJ8|https://www.amazon.in/dp/B0CGN8FMJ8?th=1#customerReviews|Customers find the microwave oven to be a highly functional product that offers good value for money and is simple to use, with controls that are easier to operate. They appreciate its size, noting it's spacious and suitable for families of 5-6 people, and consider it excellent for basic food heating. The heating ability receives mixed feedback - while some say it heats up food quickly, others report it doesn't heat at all. The build quality and noise level also get mixed reviews, with some finding it sturdy while others report it breaking down, and several customers complain about the loud noise level.
8903287026676|B0C8V17GXN|https://www.amazon.in/dp/B0C8V17GXN?th=1#customerReviews|Customers find the washing machine's quality positive and appreciate its value for money, with one noting it's an economy model. The machine is easy to use, and while the wash quality is generally good, some customers mention it takes too much time. The display and timer features are missing, and customers report loud noise and installation issues.
8903287201295|B0924CTQCY|https://www.amazon.in/dp/B0924CTQCY?th=1#customerReviews|No AI-review summary
8903287027154|B0BPC62L4P|https://www.amazon.in/dp/B0BPC62L4P?th=1#customerReviews|No AI-review summary
8903287022524|B0CPLZJLDM|https://www.amazon.in/dp/B0CPLZJLDM?th=1#customerReviews|Customers find the washing machine to be of good quality and appreciate its ease of use and value for money. Moreover, the functionality is positive, with one customer noting it works smoothly. However, the cleaning ability receives mixed feedback, with some saying it's a beast of a machine while others report it doesn't clean clothes properly. Additionally, customers report issues with sturdiness and noise level, mentioning faulty parts and excessive noise during operation.
8903287030161|B0CPLZTT7L|https://www.amazon.in/dp/B0CPLZTT7L?th=1#customerReviews|Customers find the washer-dryer combination has a good design and appreciate its wash quality, particularly the 15-minute quick wash feature. The noise level and drying time receive mixed feedback - while some report smooth operation with minimal vibration, others mention noise issues and long drying times. Moreover, the WiFi connectivity is problematic with reports of non-functioning devices, and customers report water leakage issues with water flowing into the drum. Additionally, the quality and value for money receive mixed reviews, with several customers describing it as inferior and overpriced.
8903287022487|B0CPLZYRNC|https://www.amazon.in/dp/B0CPLZYRNC?th=1#customerReviews|Customers find the washing machine to be of good quality, sturdy, and appreciate its features and ease of use, with one customer noting it explains features without hurry or irritation. They consider it good value for money and like its washing performance, with one mentioning it cleans blankets nicely. The functionality receives mixed feedback - while some say it works well, others report it stopped working after just 8 days. The noise level also gets mixed reviews, with some finding it low while others report weird sounds. Installation experiences are negative, with customers describing the process as disheartening.
8903287030178|B0CPM19HRS|https://www.amazon.in/dp/B0CPM19HRS?th=1#customerReviews|Customers find the washer-dryer combination has a good design and appreciate its wash quality, particularly the 15-minute quick wash feature. The noise level and drying time receive mixed feedback - while some report smooth operation with minimal vibration, others mention noise issues and long drying times. Moreover, the WiFi connectivity is problematic with reports of non-functioning devices, and customers report water leakage issues with water flowing into the drum. Additionally, the quality and value for money receive mixed reviews, with several customers describing it as inferior and overpriced.
8903287000768|B0CQJTK3VH|https://www.amazon.in/dp/B0CQJTK3VH?th=1#customerReviews|Customers find the dryer effective at drying clothes quickly and appreciate its ease of use, noting it saves manual work. However, the build quality is concerning, with multiple reports of the door breaking within a day of use. Moreover, the functionality and value for money receive mixed reviews, with some finding it a good buy while others report it stops working and consider it a poor product. Additionally, the noise level is problematic, with customers reporting abnormal big noise and metal grinding sounds during operation. The installation service also receives negative feedback, with customers mentioning installation woes and delayed services.
